 	StatArea.CU	CU_Name	BroodYear	Escape	TR2	TR3	TR4	TR5	TR6	TR7	Total	Total.ER	Age2	Age3	Age4	Age5	Age6	Age7
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1975	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1976	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1977	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1978	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1979	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1980	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1981	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1982	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1983	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1984	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1985	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1986	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1987	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1988	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1989	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1990	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1991	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1992	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1993	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1994	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1995	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1996	54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1997	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1998	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	1999	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2000	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2001	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2002	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2003	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2004	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2005	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2006	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2007	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2008	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2009	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2010	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2011	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2012	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2013	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2014	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2015	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-029	CK029-East Vancouver Island-North_FA_0.x	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1980	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1985	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1986	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1987	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1988	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1989	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1991	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1992	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1993	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1995	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1996	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1997	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1998	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	1999	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2000	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2001	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2002	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2003	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2004	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2005	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2006	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2007	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2008	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2009	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2010	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2011	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2012	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2013	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2014	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2015	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-033	CK033-West Vancouver Island-North_FA_0.x	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1979	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1983	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1984	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1985	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1986	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1987	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1988	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-020	CK020-Southern Mainland-Georgia Strait_FA_0.x	1989	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
