"","SPECIES","SYS_NM","SPP","Area","CU_name","Year","escapement","Enhancement_Rank","esc.log","z","m.ave","esc.stand","prepost"
"125","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2005,10000,"NONE",9.21034037197618,0.293443988744532,9.54592599037386,1.02720238179863,"Post"
"126","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2006,13700,"NONE",9.52515111181622,0.672190083197888,9.65658701821134,1.06231230485461,"Post"
"127","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2007,16300,"NONE",9.69892038679485,0.881250403908652,9.67736574488897,1.0816922849566,"Post"
"128","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2008,6600,"NONE",8.79482492801452,-0.206459069408763,9.30730919965044,0.980861156993281,"Post"
"129","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2009,7800,"NONE",8.96187901267768,-0.00547773643135345,9.24519385982582,0.999492211517314,"Post"
"130","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2010,8100,"NONE",8.99961934066053,0.0399273276848057,9.1138109170369,1.0037012801541,"Post"
"131","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2011,20000,"NONE",9.90348755253613,1.12736340220493,9.16495270847221,1.10450706393335,"Post"
"132","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2012,11000,"NONE",9.30565055178051,0.408110846618815,9.29265911441371,1.03783204799452,"Post"
"133","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2013,15000,"NONE",9.61580548008435,0.781255574242247,9.45614073126538,1.07242272197761,"Post"
"134","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2014,5800,"NONE",8.66561319653451,-0.361912592628702,9.37263919523387,0.966450549678872,"Post"
"135","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2015,NA,"NONE",NA,NA,NA,NA,"Post"
"136","Chum","ELCHO CREEK","CM","8","Spiller-Fitz Hugh-Burke",2016,3400,"NONE",8.13153071060425,-1.00446263957059,NA,0.906885888714363,"Post"
